Customer_ID,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Previous_Purchases,Payment_Method
1011,4.7,Yes,2-Day Shipping,Yes,37,Credit Card
1012,2.9,Yes,Next Day Air,Yes,32,Debit Card
1013,3.8,Yes,Express,Yes,27,Credit Card
1014,3.8,Yes,2-Day Shipping,Yes,31,Venmo
1015,3,Yes,Standard,Yes,36,Debit Card
1016,4.1,Yes,Standard,Yes,34,Cash
1017,3.4,Yes,Express,Yes,15,Bank Transfer
1018,2.5,Yes,Express,Yes,14,Credit Card
1019,4.9,Yes,Next Day Air,Yes,46,Cash
1020,2.8,Yes,Standard,Yes,33,Venmo
1021,4.5,Yes,Express,Yes,41,Debit Card
1022,4.9,Yes,2-Day Shipping,Yes,39,PayPal
1023,4.9,Yes,Store Pickup,Yes,7,Cash
1024,3.5,Yes,Free Shipping,Yes,29,Bank Transfer
1025,3.5,Yes,Free Shipping,Yes,18,Venmo
1026,4.9,Yes,Free Shipping,Yes,15,Credit Card
1027,3,Yes,Express,Yes,39,PayPal
1028,2.8,Yes,Next Day Air,Yes,11,Cash
1029,3.7,Yes,Standard,Yes,4,Cash
1030,3.6,Yes,2-Day Shipping,Yes,33,Venmo
1031,3.3,Yes,Next Day Air,Yes,37,Debit Card
1032,3.4,Yes,Free Shipping,Yes,32,Cash
1033,4,Yes,Free Shipping,Yes,44,Credit Card
1034,4.6,Yes,Free Shipping,Yes,41,Bank Transfer
1035,4.2,Yes,Next Day Air,Yes,44,Bank Transfer
1036,2.8,Yes,Express,Yes,32,Venmo
1037,3.7,Yes,2-Day Shipping,Yes,13,Bank Transfer
1038,3.4,Yes,Standard,Yes,48,Debit Card
1039,3,Yes,Express,Yes,3,Bank Transfer
1040,4.8,Yes,Standard,Yes,39,Venmo
1041,4,Yes,Next Day Air,Yes,7,Cash
1042,4.9,Yes,Next Day Air,Yes,11,Cash
1043,4.9,Yes,Next Day Air,Yes,47,Credit Card
1044,3.3,Yes,2-Day Shipping,Yes,28,Debit Card
1045,4.4,Yes,Next Day Air,Yes,17,Bank Transfer
1046,3.5,Yes,2-Day Shipping,Yes,11,PayPal
1047,4.2,Yes,Standard,Yes,12,Venmo
1048,4.2,Yes,Standard,Yes,7,Credit Card
1049,2.7,Yes,Standard,Yes,19,Venmo
1050,2.8,Yes,Store Pickup,Yes,24,Cash
1051,3.8,Yes,Next Day Air,Yes,19,Venmo
1052,2.6,Yes,Free Shipping,Yes,39,PayPal
1053,3,Yes,2-Day Shipping,Yes,1,Credit Card
1054,3.3,No,2-Day Shipping,Yes,10,Debit Card
1055,4.9,No,Express,Yes,48,PayPal
1056,3.3,No,Next Day Air,Yes,24,Debit Card
1057,2.9,No,2-Day Shipping,Yes,42,Venmo
1058,4.4,No,2-Day Shipping,Yes,20,Credit Card
1059,3.1,No,Next Day Air,Yes,49,Bank Transfer
1060,2.5,No,Standard,Yes,25,Debit Card
1061,2.6,No,Next Day Air,Yes,21,Debit Card
1062,4.4,No,Free Shipping,Yes,12,Venmo
1063,2.6,No,Next Day Air,Yes,21,Debit Card
1064,3.3,No,Free Shipping,Yes,35,Cash
1065,3.5,No,Express,Yes,42,Credit Card
1066,4.1,No,Store Pickup,Yes,3,PayPal
1067,4,No,Store Pickup,Yes,11,PayPal
1068,2.7,No,2-Day Shipping,Yes,22,PayPal
1069,2.5,No,Standard,Yes,47,Credit Card
1070,4.3,No,Next Day Air,Yes,33,Venmo
1071,3.3,No,Free Shipping,Yes,50,Debit Card
1072,2.6,No,Express,Yes,46,Credit Card
1073,3.5,No,Express,Yes,34,Debit Card
1074,4,No,Store Pickup,Yes,33,Credit Card
1075,2.6,No,Standard,Yes,45,Bank Transfer
1076,4.9,No,Next Day Air,Yes,32,Debit Card
1077,2.9,No,Standard,Yes,47,Venmo
1078,3.7,No,Standard,Yes,5,PayPal
1079,4.4,No,Express,Yes,49,Credit Card
1080,4.4,No,Free Shipping,Yes,48,Bank Transfer
1081,3.8,No,Express,Yes,22,Cash
1082,4.5,No,Standard,Yes,45,Credit Card
1083,2.6,No,Next Day Air,Yes,30,Venmo
1084,3.3,No,Store Pickup,Yes,43,Cash
1085,4.1,No,Next Day Air,Yes,48,Cash
1086,3,No,Store Pickup,Yes,23,Venmo
1087,3,No,Free Shipping,Yes,27,PayPal
1088,3.4,No,Next Day Air,Yes,7,Bank Transfer
1089,2.7,No,Free Shipping,Yes,2,PayPal
1090,3.8,No,Next Day Air,Yes,33,PayPal
1091,4.2,No,Store Pickup,Yes,27,Cash
1092,4.7,No,Store Pickup,Yes,6,Credit Card
1093,4.1,No,2-Day Shipping,Yes,20,Venmo
1094,4.2,No,2-Day Shipping,Yes,46,Venmo
1095,4.8,No,Next Day Air,Yes,25,Cash
1096,3,No,Free Shipping,Yes,30,Bank Transfer
1097,2.6,No,Standard,Yes,48,Credit Card
1098,3.2,No,Store Pickup,Yes,47,Bank Transfer
1099,3.6,No,Next Day Air,Yes,27,Credit Card
1100,2.6,No,Next Day Air,Yes,45,Bank Transfer
1101,4.4,No,Express,Yes,2,Credit Card
1102,3,No,Free Shipping,Yes,39,Cash
1103,2.9,No,Express,Yes,24,Cash
1104,4.3,No,Free Shipping,Yes,8,Debit Card
1105,3.1,No,Express,Yes,8,Bank Transfer
1106,3,No,Next Day Air,Yes,6,Venmo
1107,3.6,No,Store Pickup,Yes,12,Venmo
1108,2.8,No,Store Pickup,Yes,26,Bank Transfer
1109,2.8,No,Standard,Yes,50,Cash
1110,4.9,No,Next Day Air,Yes,2,Venmo
1111,3,No,Standard,Yes,31,Cash
1112,4.1,No,Next Day Air,Yes,4,Credit Card
1113,4.6,No,Free Shipping,Yes,32,PayPal
1114,4.8,No,Next Day Air,Yes,11,PayPal
1115,2.6,No,Next Day Air,Yes,47,Bank Transfer
1116,4,No,2-Day Shipping,Yes,37,Cash
1117,4.2,No,Express,Yes,39,PayPal
1118,4.5,No,Store Pickup,Yes,24,Credit Card
1119,4.9,No,Standard,Yes,11,PayPal
1120,3.1,No,Standard,Yes,36,Credit Card
1121,4,No,Next Day Air,Yes,40,Debit Card
1122,3.2,No,Express,Yes,25,Cash
1123,4.3,No,2-Day Shipping,Yes,12,Credit Card
1124,2.5,No,Store Pickup,Yes,38,Cash
1125,4.9,No,Express,Yes,40,Cash
1126,2.7,No,2-Day Shipping,Yes,10,Bank Transfer
1127,3.4,No,Standard,Yes,47,Venmo
1128,4.8,No,Store Pickup,Yes,22,Debit Card
1129,4.7,No,Next Day Air,Yes,35,Debit Card
1130,4.7,No,Express,Yes,46,Venmo
1131,3.9,No,Standard,Yes,30,PayPal
1132,3.7,No,Express,Yes,20,Bank Transfer
1133,4.3,No,Store Pickup,Yes,25,Cash
1134,4.1,No,2-Day Shipping,Yes,29,Cash
1135,4.6,No,Express,Yes,2,Venmo
1136,3.6,No,2-Day Shipping,Yes,32,Bank Transfer
1137,4.8,No,Free Shipping,Yes,37,Cash
1138,2.8,No,2-Day Shipping,Yes,16,Bank Transfer
1139,4.7,No,Express,Yes,32,Venmo
1140,3.9,No,Standard,Yes,42,Debit Card
1141,2.6,No,Store Pickup,Yes,6,Credit Card
1142,4.7,No,Next Day Air,Yes,23,PayPal
1143,3.5,No,Store Pickup,Yes,27,Venmo
1144,4.4,No,Standard,Yes,43,PayPal
1145,4.4,No,2-Day Shipping,Yes,25,Bank Transfer
1146,3,No,Express,Yes,30,Cash
1147,4.2,No,Standard,Yes,7,Bank Transfer
1148,4.3,No,Next Day Air,Yes,17,Debit Card
1149,2.6,No,Store Pickup,Yes,10,PayPal
1150,3.3,No,Store Pickup,Yes,40,Venmo
1151,2.7,No,Next Day Air,Yes,50,Venmo
1152,4.2,No,Express,Yes,24,Credit Card
1153,4,No,Standard,Yes,8,PayPal
1154,4,No,Free Shipping,Yes,6,Bank Transfer
1155,2.9,No,2-Day Shipping,Yes,44,Credit Card
1156,2.6,No,Express,Yes,47,PayPal
1157,4.8,No,Express,Yes,6,Venmo
1158,4.4,No,Standard,Yes,11,Cash
1159,4,No,2-Day Shipping,Yes,41,Bank Transfer
1160,3.6,No,2-Day Shipping,Yes,46,Venmo
1161,3.2,No,Next Day Air,Yes,9,Venmo
1162,3.1,No,2-Day Shipping,Yes,37,PayPal
1163,4.2,No,Express,Yes,13,PayPal
1164,3,No,2-Day Shipping,Yes,24,Debit Card
1165,4.2,No,Standard,Yes,47,PayPal
1166,2.9,No,Next Day Air,Yes,21,Venmo
1167,3.7,No,Store Pickup,Yes,22,Venmo
1168,3.6,No,Free Shipping,Yes,16,PayPal
1169,3.6,No,Standard,Yes,37,Debit Card
1170,4.5,No,2-Day Shipping,Yes,3,Cash
1171,3.2,No,Express,Yes,33,Cash
1172,3.9,No,Next Day Air,Yes,15,Debit Card
1173,4.6,No,Store Pickup,Yes,42,Bank Transfer
1174,2.5,No,Express,Yes,42,Cash
1175,4.3,No,Express,Yes,19,Bank Transfer
1176,4.1,No,Store Pickup,Yes,26,PayPal
1177,4.6,No,Free Shipping,Yes,39,PayPal
1178,4.8,No,Standard,Yes,24,Debit Card
1179,4.9,No,Express,Yes,23,Debit Card
1180,2.8,No,Free Shipping,Yes,44,Bank Transfer
1181,4.9,No,Standard,Yes,34,Cash
1182,3.5,No,Free Shipping,Yes,43,Bank Transfer
1183,3.8,No,Express,Yes,45,PayPal
1184,4.5,No,2-Day Shipping,Yes,4,Credit Card
1185,3.4,No,Express,Yes,19,Credit Card
1186,3.9,No,Standard,Yes,29,Credit Card
1187,4.1,No,2-Day Shipping,Yes,27,Credit Card
1188,3,No,Express,Yes,37,Credit Card
1189,3.3,No,Next Day Air,Yes,11,Credit Card
1190,4.9,No,Free Shipping,Yes,28,Debit Card
1191,4.3,No,Next Day Air,Yes,31,Credit Card
1192,4.1,No,Free Shipping,Yes,50,Venmo
1193,4,No,2-Day Shipping,Yes,42,Venmo
1194,5,No,2-Day Shipping,Yes,18,Credit Card
1195,3.1,No,2-Day Shipping,Yes,6,Credit Card
1196,4,No,2-Day Shipping,Yes,33,Venmo
1197,3.2,No,2-Day Shipping,Yes,13,Bank Transfer
1198,3.9,No,Standard,Yes,26,PayPal
1199,3.9,No,2-Day Shipping,Yes,17,Cash
1200,4.5,No,Free Shipping,Yes,3,Debit Card
1201,4.4,No,Store Pickup,Yes,7,PayPal
1202,3.1,No,2-Day Shipping,Yes,46,Venmo
1203,2.9,No,Standard,Yes,14,Venmo
1204,3.7,No,Free Shipping,Yes,23,Bank Transfer
1205,3.2,No,2-Day Shipping,Yes,20,Credit Card
1206,3.5,No,Standard,Yes,38,Bank Transfer
1207,3,No,Free Shipping,Yes,16,Venmo
1208,4.1,No,Next Day Air,Yes,48,Credit Card
1209,2.9,No,2-Day Shipping,Yes,8,Debit Card
1210,3.8,No,Next Day Air,Yes,16,Bank Transfer
1211,4.1,No,Next Day Air,Yes,5,Cash
1212,4.6,No,Store Pickup,Yes,14,Venmo
1213,2.5,No,Free Shipping,Yes,18,Credit Card
1214,3.7,No,Express,Yes,14,Debit Card
1215,3.8,No,Free Shipping,Yes,5,Cash
1216,2.6,No,2-Day Shipping,Yes,15,Credit Card
1217,3.7,No,Free Shipping,Yes,3,Venmo
1218,2.6,No,Free Shipping,Yes,12,Cash
1219,3.1,No,Store Pickup,Yes,43,Cash
1220,2.5,No,Next Day Air,Yes,35,Credit Card
1221,4.9,No,Express,Yes,36,Bank Transfer
1222,4.5,No,Standard,Yes,3,Cash
1223,3.4,No,Store Pickup,Yes,27,Bank Transfer
1224,3.9,No,Free Shipping,Yes,21,Bank Transfer
1225,3.7,No,Store Pickup,Yes,18,Venmo
1226,2.6,No,Free Shipping,Yes,16,Debit Card
1227,3.4,No,Store Pickup,Yes,18,Venmo
1228,4.9,No,Store Pickup,Yes,19,Bank Transfer
1229,3.9,No,Express,Yes,1,Cash
1230,3.6,No,Express,Yes,39,Bank Transfer
1231,4.6,No,Standard,Yes,49,Venmo
1232,4,No,2-Day Shipping,Yes,43,Credit Card
1233,3.6,No,Free Shipping,Yes,31,Debit Card
1234,3.5,No,Next Day Air,Yes,40,Venmo
1235,4.1,No,Store Pickup,Yes,2,Bank Transfer
1236,3,No,Store Pickup,Yes,46,PayPal
1237,4.4,No,Store Pickup,Yes,35,Debit Card
1238,4.4,No,2-Day Shipping,Yes,42,Credit Card
1239,3.7,No,Express,Yes,3,Venmo
1240,4.8,No,Standard,Yes,32,Debit Card
1241,2.9,No,Store Pickup,Yes,48,Debit Card
1242,3.1,No,Express,Yes,34,Credit Card
1243,4,No,Next Day Air,Yes,15,Bank Transfer
1244,3,No,Store Pickup,Yes,22,Debit Card
1245,3.9,No,2-Day Shipping,Yes,2,Cash
1246,3.4,No,Standard,Yes,30,Bank Transfer
1247,2.7,No,Standard,Yes,27,Cash
1248,3.5,No,Express,Yes,18,Venmo
1249,3,No,Free Shipping,Yes,8,Credit Card
1250,4.5,No,Express,Yes,48,Venmo
1251,4.1,No,Free Shipping,Yes,24,Cash
1252,5,No,Next Day Air,Yes,43,Credit Card
1253,4,No,Standard,Yes,8,Cash
1254,4.9,No,Express,Yes,49,PayPal
1255,3.3,No,2-Day Shipping,Yes,2,Credit Card
1256,4.1,No,Standard,Yes,38,Cash
1257,3.6,No,Express,Yes,4,Cash
1258,3,No,Free Shipping,Yes,31,Cash
1259,4.1,No,2-Day Shipping,Yes,34,Debit Card
1260,3.9,No,Standard,Yes,45,Credit Card
1261,4.1,No,Store Pickup,Yes,30,Debit Card
1262,2.8,No,Next Day Air,Yes,2,Credit Card
1263,4.8,No,Store Pickup,Yes,44,Venmo
1264,4.6,No,2-Day Shipping,Yes,1,Credit Card
1265,2.5,No,Next Day Air,Yes,1,Venmo
1266,2.7,No,Next Day Air,Yes,27,Bank Transfer
1267,4,No,Standard,Yes,14,Debit Card
1268,2.7,No,Standard,Yes,41,Cash
1269,2.9,No,Next Day Air,Yes,25,Debit Card
1270,3,No,Standard,Yes,47,PayPal
1271,3.3,No,Standard,Yes,20,Cash
1272,4.3,No,Store Pickup,Yes,42,PayPal
1273,4.4,No,Express,Yes,16,Bank Transfer
1274,4.1,No,Next Day Air,Yes,32,Credit Card
1275,3.1,No,2-Day Shipping,Yes,37,PayPal
1276,4.5,No,Standard,Yes,1,PayPal
1277,4.8,No,Next Day Air,Yes,37,Bank Transfer
1278,5,No,Express,Yes,5,Venmo
1279,2.8,No,Next Day Air,Yes,31,Venmo
1280,3.7,No,Express,Yes,18,Debit Card
1281,4.4,No,2-Day Shipping,Yes,39,Venmo
1282,4.5,No,Store Pickup,Yes,8,Venmo
1283,3,No,Free Shipping,Yes,20,Venmo
1284,3.9,No,2-Day Shipping,Yes,23,Debit Card
1285,3.9,No,Express,Yes,38,PayPal
1286,3.5,No,Next Day Air,Yes,45,Bank Transfer
1287,4.9,No,Next Day Air,Yes,44,Debit Card
1288,3.4,No,Standard,Yes,20,PayPal
1289,4.1,No,Standard,Yes,34,PayPal
1290,2.9,No,Next Day Air,Yes,10,PayPal
1291,3.4,No,Free Shipping,Yes,3,PayPal
1292,3.2,No,2-Day Shipping,Yes,23,Debit Card
1293,3.9,No,Free Shipping,Yes,42,Bank Transfer
1294,4.1,No,Standard,Yes,30,Debit Card
1295,4.5,No,Standard,Yes,21,Cash
1296,2.8,No,Standard,Yes,50,PayPal
1297,2.8,No,Express,Yes,16,Cash
1298,4.6,No,Standard,Yes,32,Venmo
1299,3,No,Free Shipping,Yes,14,Bank Transfer
1300,3.6,No,2-Day Shipping,Yes,42,Venmo
1301,4.5,No,Next Day Air,Yes,47,Credit Card
1302,5,No,Express,Yes,21,Debit Card
1303,2.9,No,Next Day Air,Yes,37,Credit Card
1304,3.1,No,Next Day Air,Yes,10,Credit Card
1305,4,No,2-Day Shipping,Yes,18,PayPal
1306,4.5,No,Express,Yes,2,PayPal
1307,4.5,No,Next Day Air,Yes,40,PayPal
1308,3.1,No,Express,Yes,43,PayPal
1309,4.4,No,Next Day Air,Yes,14,Credit Card
1310,4.7,No,Store Pickup,Yes,41,Cash
1311,3.1,No,Store Pickup,Yes,38,Credit Card
1312,4.2,No,Express,Yes,12,Venmo
1313,3,No,Store Pickup,Yes,19,Bank Transfer
1314,2.6,No,Free Shipping,Yes,23,Credit Card
1315,3.4,No,Free Shipping,Yes,49,Debit Card
1316,4.2,No,2-Day Shipping,Yes,29,Debit Card
1317,4.6,No,Standard,Yes,14,Debit Card
1318,2.8,No,Free Shipping,Yes,19,Cash
1319,2.7,No,Express,Yes,19,Credit Card
1320,4,No,Standard,Yes,48,Bank Transfer
1321,3.1,No,Free Shipping,Yes,19,Debit Card
1322,3.7,No,Express,Yes,45,Bank Transfer
1323,4,No,Next Day Air,Yes,17,Bank Transfer
1324,4.6,No,Standard,Yes,15,Debit Card
1325,3.8,No,Free Shipping,Yes,11,Credit Card
1326,3.5,No,Express,Yes,1,Cash
1327,4.6,No,Free Shipping,Yes,17,Cash
1328,2.8,No,Standard,Yes,37,Cash
1329,3.7,No,Standard,Yes,40,Bank Transfer
1330,3.3,No,Express,Yes,50,PayPal
1331,2.9,No,Standard,Yes,20,PayPal
1332,3.2,No,Standard,Yes,8,PayPal
1333,4.3,No,Store Pickup,Yes,16,Bank Transfer
1334,2.7,No,Next Day Air,Yes,9,Bank Transfer
1335,4.2,No,Store Pickup,Yes,12,Venmo
1336,4.8,No,2-Day Shipping,Yes,26,Credit Card
1337,4.8,No,Store Pickup,Yes,44,Debit Card
1338,3.4,No,Express,Yes,19,Credit Card
1339,2.6,No,Standard,Yes,43,PayPal
1340,5,No,Next Day Air,Yes,5,Bank Transfer
1341,4.4,No,Next Day Air,Yes,5,Debit Card
1342,2.9,No,Standard,Yes,31,Bank Transfer
1343,3.4,No,2-Day Shipping,Yes,11,Bank Transfer
1344,3.4,No,Standard,Yes,34,Bank Transfer
1345,4.9,No,Next Day Air,Yes,14,Cash
1346,3.6,No,Standard,Yes,42,Venmo
1347,3,No,Free Shipping,Yes,15,Venmo
1348,3.9,No,2-Day Shipping,Yes,47,Bank Transfer
1349,3.2,No,Standard,Yes,23,Credit Card
1350,3.2,No,Next Day Air,Yes,23,Cash
1351,4.3,No,Next Day Air,Yes,1,Cash
1352,2.8,No,2-Day Shipping,Yes,28,Bank Transfer
1353,4.5,No,Next Day Air,Yes,37,Credit Card
1354,4.1,No,Next Day Air,Yes,4,Cash
1355,3.6,No,2-Day Shipping,Yes,21,Bank Transfer
1356,3,No,2-Day Shipping,Yes,50,PayPal
1357,4,No,Free Shipping,Yes,34,Bank Transfer
1358,3.5,No,Next Day Air,Yes,20,Cash
1359,2.5,No,Store Pickup,Yes,25,Venmo
1360,4.3,No,Store Pickup,Yes,26,Bank Transfer
1361,2.8,No,Express,Yes,4,Bank Transfer
1362,3.7,No,Next Day Air,Yes,39,Debit Card
1363,4.3,No,Express,Yes,29,Cash
1364,4,No,Express,Yes,47,PayPal
1365,4.7,No,Express,Yes,5,Cash
1366,4.5,No,Store Pickup,Yes,18,Bank Transfer
1367,3.1,No,Free Shipping,Yes,10,Credit Card
1368,3.8,No,Express,Yes,25,Cash
1369,4.9,No,Express,Yes,2,Cash
1370,3.2,No,Standard,Yes,48,Venmo
1371,2.9,No,2-Day Shipping,Yes,41,Bank Transfer
1372,2.8,No,Store Pickup,Yes,42,Credit Card
1373,4,No,2-Day Shipping,Yes,44,PayPal
1374,2.6,No,Store Pickup,Yes,6,Cash
1375,2.7,No,Free Shipping,Yes,5,Bank Transfer
1376,4.1,No,2-Day Shipping,Yes,8,Credit Card
1377,5,No,Free Shipping,Yes,24,PayPal
1378,3,No,Next Day Air,Yes,42,Venmo
1379,3.6,No,Free Shipping,Yes,24,Venmo
1380,2.8,No,2-Day Shipping,Yes,38,Venmo
1381,4.6,No,Standard,Yes,41,Cash
1382,2.9,No,Standard,Yes,48,Venmo
1383,4.8,No,Express,Yes,16,Bank Transfer
1384,3.3,No,Express,Yes,4,Venmo
1385,4.6,No,Standard,Yes,8,Bank Transfer
1386,2.6,No,Store Pickup,Yes,1,Bank Transfer
1387,4,No,Next Day Air,Yes,4,Debit Card
1388,3.8,No,Standard,Yes,20,Credit Card
1389,3.9,No,Express,Yes,40,Cash
1390,2.6,No,Store Pickup,Yes,8,Debit Card
1391,4.3,No,Standard,Yes,42,Debit Card
1392,3.6,No,Express,Yes,38,Credit Card
1393,4.2,No,Express,Yes,34,Venmo
1394,3.9,No,Express,Yes,14,PayPal
1395,4.7,No,Next Day Air,Yes,39,Cash
1396,2.8,No,Next Day Air,Yes,40,PayPal
1397,3,No,Next Day Air,Yes,49,Debit Card
1398,4.7,No,Store Pickup,Yes,33,PayPal
1399,2.5,No,Free Shipping,Yes,25,Credit Card
1400,3.1,No,Store Pickup,Yes,48,Venmo
1401,3.6,No,Next Day Air,Yes,22,Credit Card
1402,3.5,No,2-Day Shipping,Yes,1,PayPal
1403,3.1,No,Express,Yes,47,PayPal
1404,3.6,No,Store Pickup,Yes,20,Credit Card
1405,3.5,No,Next Day Air,Yes,10,Debit Card
1406,2.7,No,Store Pickup,Yes,39,Credit Card
1407,3.6,No,Express,Yes,15,Debit Card
1408,4.5,No,Express,Yes,11,Credit Card
1409,4.1,No,Free Shipping,Yes,38,Venmo
1410,4.2,No,Standard,Yes,41,Cash
1411,4,No,Store Pickup,Yes,18,Debit Card
1412,2.8,No,Store Pickup,Yes,13,Venmo
1413,2.6,No,2-Day Shipping,Yes,43,Venmo
1414,2.7,No,Store Pickup,Yes,12,Bank Transfer
1415,4.5,No,Store Pickup,Yes,3,Credit Card
1416,3.7,No,Free Shipping,Yes,12,Credit Card
1417,3.4,No,Free Shipping,Yes,46,Cash
1418,4.6,No,Standard,Yes,21,Debit Card
1419,4.1,No,2-Day Shipping,Yes,23,Venmo
1420,2.6,No,Free Shipping,Yes,4,Debit Card
1421,4.6,No,Store Pickup,Yes,45,PayPal
1422,3,No,Standard,Yes,24,Bank Transfer
1423,3.4,No,Free Shipping,Yes,3,PayPal
1424,3.5,No,Free Shipping,Yes,12,Venmo
1425,3.5,No,Standard,Yes,34,Bank Transfer
1426,3.7,No,Next Day Air,Yes,39,Credit Card
1427,4.8,No,Free Shipping,Yes,35,PayPal
1428,4.9,No,Store Pickup,Yes,8,Credit Card
1429,4.9,No,Express,Yes,42,PayPal
1430,4.7,No,Standard,Yes,6,Credit Card
1431,4.9,No,Free Shipping,Yes,3,Credit Card
1432,2.9,No,Express,Yes,29,Venmo
1433,4.4,No,Express,Yes,32,Debit Card
1434,3.2,No,Next Day Air,Yes,45,Debit Card
1435,4.6,No,Free Shipping,Yes,21,Debit Card
1436,4,No,Standard,Yes,41,Cash
1437,3.7,No,Free Shipping,Yes,23,PayPal
1438,4.2,No,Free Shipping,Yes,14,Cash
1439,2.9,No,Standard,Yes,24,Debit Card
1440,4.8,No,Next Day Air,Yes,25,Cash
1441,4.4,No,Standard,Yes,13,Venmo
1442,3.4,No,Free Shipping,Yes,3,Venmo
1443,2.8,No,2-Day Shipping,Yes,42,Credit Card
1444,4.2,No,Next Day Air,Yes,2,Cash
1445,3.8,No,Express,Yes,26,Cash
1446,3.1,No,2-Day Shipping,Yes,24,Credit Card
1447,3.2,No,Express,Yes,6,Credit Card
1448,3,No,Next Day Air,Yes,25,PayPal
1449,3.6,No,Free Shipping,Yes,11,Credit Card
1450,2.5,No,Store Pickup,Yes,20,Cash
1451,3.4,No,Free Shipping,Yes,25,Cash
1452,2.5,No,Next Day Air,Yes,35,PayPal
1453,4.7,No,2-Day Shipping,Yes,11,Bank Transfer
1454,3.2,No,2-Day Shipping,Yes,41,Bank Transfer
1455,2.9,No,Free Shipping,Yes,17,Credit Card
1456,4.9,No,Express,Yes,1,PayPal
1457,2.7,No,Store Pickup,Yes,30,PayPal
1458,4.7,No,Express,Yes,47,Venmo
1459,2.9,No,2-Day Shipping,Yes,34,Venmo
1460,4.8,No,Express,Yes,18,Venmo
1461,4.6,No,Standard,Yes,33,Venmo
1462,5,No,2-Day Shipping,Yes,42,Venmo
1463,4.8,No,2-Day Shipping,Yes,2,Venmo
1464,4.9,No,Store Pickup,Yes,1,Bank Transfer
1465,4.6,No,2-Day Shipping,Yes,23,Bank Transfer
1466,3.9,No,Store Pickup,Yes,42,Cash
1467,4.5,No,Store Pickup,Yes,3,PayPal
1468,4.7,No,Store Pickup,Yes,16,Debit Card
1469,3.9,No,Express,Yes,46,Cash
1470,4.4,No,Standard,Yes,31,PayPal
1471,3.9,No,Next Day Air,Yes,15,Cash
1472,2.8,No,2-Day Shipping,Yes,48,Venmo
1473,3.5,No,Store Pickup,Yes,11,Cash
1474,4.3,No,Express,Yes,20,Credit Card
1475,3.9,No,Next Day Air,Yes,6,Credit Card
1476,4,No,Express,Yes,24,Cash
1477,4.1,No,Next Day Air,Yes,18,Credit Card
1478,4.3,No,Standard,Yes,1,PayPal
1479,4.2,No,Free Shipping,Yes,13,Venmo
1480,4,No,Standard,Yes,2,Bank Transfer
1481,3.6,No,Express,Yes,26,Cash
1482,3.3,No,Standard,Yes,31,PayPal
1483,4.1,No,2-Day Shipping,Yes,43,Bank Transfer
1484,4.7,No,Next Day Air,Yes,12,Debit Card
1485,4.4,No,Store Pickup,Yes,22,Venmo
1486,3.4,No,Standard,Yes,3,Cash
1487,5,No,Free Shipping,Yes,23,Venmo
1488,4.6,No,Store Pickup,Yes,26,PayPal
1489,4,No,Standard,Yes,37,Credit Card
1490,4.1,No,Next Day Air,Yes,42,Venmo
1491,4.9,No,Express,Yes,15,Venmo
1492,2.7,No,Free Shipping,Yes,10,Bank Transfer
1493,4.5,No,Free Shipping,Yes,3,Venmo
1494,2.7,No,Standard,Yes,44,Credit Card
1495,3,No,Next Day Air,Yes,23,Bank Transfer
1496,4.5,No,Next Day Air,Yes,6,PayPal
1497,5,No,Standard,Yes,9,Venmo
1498,3.8,No,2-Day Shipping,Yes,16,Debit Card
1499,3.1,No,Standard,Yes,46,Venmo
1500,3.4,No,Free Shipping,Yes,24,Credit Card
1501,4.8,No,Next Day Air,Yes,22,Debit Card
1502,2.7,No,Standard,Yes,13,Debit Card
1503,3.2,No,Store Pickup,Yes,20,Cash
1504,3.9,No,2-Day Shipping,Yes,46,Cash
1505,4.2,No,Next Day Air,Yes,10,Bank Transfer
1506,3,No,Express,Yes,39,Cash
1507,3,No,2-Day Shipping,Yes,44,PayPal
1508,3.7,No,2-Day Shipping,Yes,7,Venmo
1509,4.4,No,Store Pickup,Yes,3,Cash
1510,4.6,No,Free Shipping,Yes,44,Debit Card
1511,3,No,Free Shipping,Yes,31,Venmo
1512,3.6,No,Express,Yes,48,Credit Card
1513,3.9,No,Standard,Yes,18,PayPal
1514,4.1,No,Free Shipping,Yes,27,Cash
1515,3.9,No,2-Day Shipping,Yes,1,Venmo
1516,3.9,No,2-Day Shipping,Yes,34,Cash
1517,4.5,No,Express,Yes,5,Bank Transfer
1518,3.4,No,Standard,Yes,12,Cash
1519,4.1,No,Next Day Air,Yes,14,Venmo
1520,4.9,No,Next Day Air,Yes,40,PayPal
1521,4.4,No,2-Day Shipping,Yes,39,Cash
1522,2.7,No,2-Day Shipping,Yes,50,Bank Transfer
1523,4.8,No,Free Shipping,Yes,5,Debit Card
1524,3.3,No,2-Day Shipping,Yes,35,Debit Card
1525,4.4,No,Free Shipping,Yes,6,Cash
1526,4.6,No,2-Day Shipping,Yes,22,Cash
1527,3.1,No,Next Day Air,Yes,27,PayPal
1528,4.5,No,2-Day Shipping,Yes,33,Debit Card
1529,4,No,Store Pickup,Yes,47,Venmo
1530,3.1,No,Free Shipping,Yes,48,Credit Card
1531,3.9,No,Next Day Air,Yes,22,Bank Transfer
1532,4.5,No,Next Day Air,Yes,8,PayPal
1533,4.4,No,Next Day Air,Yes,5,PayPal
